timestamp,ax,ay,az,gx,gy,gz,gnss_lat,gnss_lon,gnss_head
4.32,-0.2573,-0.0162,9.8475,0.0045,0.0045,-0.0169,52.5618468,-1.4552226,19.826999999917366
4.42,-0.0262,-0.1918,9.8676,-0.0032,-0.0032,-0.0073,52.5618471,-1.4552224,21.5109999999755
4.519,0.0811,0.0907,9.8327,-0.001,-0.001,0.0148,52.561847297999996,-1.455222301,19.905220000000227
4.62,0.1468,-0.157,9.8712,-0.0025,-0.0025,0.0052,52.5618478,-1.4552219000000002,23.583999999995633
4.72,-0.137,0.0302,9.8436,-0.0062,-0.0062,0.0007,52.561848000000005,-1.4552218,23.283999999829877
4.82,-0.2364,-0.0622,9.7745,-0.0013,-0.0013,0.0004,52.5618485,-1.4552216,17.43900000017007
4.92,-0.0954,-0.1603,9.827,-0.0083,-0.0083,-0.0023,52.5618488,-1.4552212,23.395999999913336
5.02,0.0317,0.0897,9.8175,0.0016,0.0016,0.0068,52.56184929999999,-1.4552209,25.55
5.12,0.0011,-0.111,9.8247,0.0116,0.0116,0.0108,52.5618497,-1.4552206,24.838999999957927
5.22,-0.1492,-0.0851,9.7899,-0.0137,-0.0137,0.0037,52.5618502,-1.4552203,21.949000000106963
5.32,-0.0825,-0.1621,9.8494,0.0002,0.0002,-0.0022,52.5618505,-1.45522,25.62399999989307
5.42,0.0565,0.0366,9.8815,0.0006,0.0006,-0.0135,52.5618509,-1.4552196,27.511999999972534
5.52,0.022,0.0256,9.8686,0.0044,0.0044,-0.0139,52.56185130000001,-1.4552193,28.883000000000003
5.619,-0.1081,-0.1195,9.8857,0.0021,0.0021,0.0154,52.561851498,-1.455219003,29.922500000015134
5.72,-0.0283,-0.1815,9.8144,-0.0034,-0.0034,0.0079,52.561852,-1.4552186,28.41299999999089
5.82,0.036,-0.0747,9.8657,-0.0037,-0.0037,-0.0061,52.5618521,-1.4552185,28.100000000009107
5.92,0.1554,-0.0695,9.8058,-0.0003,-0.0003,-0.0016,52.5618525,-1.4552181,35.60999999989074
6.02,-0.1907,0.1745,9.698,0.0019,0.0019,-0.0014,52.5618527,-1.4552178,36.672
6.12,-0.0866,-0.2099,9.795,-0.0003,-0.0003,-0.002,52.561853000000006,-1.4552176,33.67100000007302
6.22,0.014,0.0224,9.8465,0.003,0.003,0.0056,52.5618534,-1.455217,38.686999999971995
6.32,0.0021,0.1255,9.874,-0.0036,-0.0036,0.0159,52.5618536,-1.4552168,37.72500000002799
6.42,0.0613,-0.1693,9.8343,0.0073,0.0073,-0.0008,52.561854,-1.4552163,36.49300000001793
6.52,-0.1794,0.0612,9.8355,0.0006,0.0006,-0.0143,52.5618543,-1.4552159,36.997
6.62,-0.0367,-0.0374,9.8491,0.0053,0.0053,-0.0082,52.561854700000005,-1.4552154,36.62100000003057
6.72,-0.0034,-0.22,9.8451,-0.0071,-0.0071,-0.003,52.561855,-1.455215,38.721000000145814
6.82,-0.0554,0.1447,9.8886,-0.0047,-0.0047,0.0025,52.561855300000005,-1.4552144,43.73099999985423
6.92,0.1549,-0.0478,9.8602,-0.0037,-0.0037,-0.001,52.5618556,-1.4552140999999998,41.840000000027516
7.02,-0.0909,0.0816,9.8331,0.0003,0.0003,-0.0016,52.561856000000006,-1.4552135,41.98
7.12,-0.04,-0.0191,9.9439,0.0122,0.0122,-0.0001,52.5618563,-1.455213,43.89099999998252
7.219,0.0541,-0.0883,9.8732,-0.0035,-0.0035,0.0053,52.56185659700001,-1.455212604,42.70200999996521
7.32,-0.0945,0.1603,9.8981,0.0191,0.0191,0.0006,52.5618569,-1.4552123,43.23399999998417
7.42,0.0715,-0.1306,9.8746,0.0073,0.0073,0.008,52.5618572,-1.4552118,43.17400000000087
7.52,-0.0845,0.1255,9.7613,0.0035,0.0035,-0.0228,52.5618574,-1.4552113999999998,45.67
7.62,-0.2015,0.2621,9.7737,-0.0131,-0.0131,0.014,52.5618577,-1.4552111,44.18099999997206
7.72,-0.3148,0.5095,9.9035,-0.0197,-0.0197,0.0044,52.56185789999999,-1.4552108,42.26200000009998
7.82,-0.2591,0.0483,10.0162,0.024,0.024,0.0015,52.561858,-1.4552106,45.69699999990006
7.921,-0.0932,-0.0436,10.114,-0.0054,-0.0054,-0.0271,52.561858203,-1.4552101960000001,48.61687000004195
8.021,-0.3505,0.1204,10.0678,-0.0303,-0.0303,-0.0043,52.561858500999996,-1.455209798,45.75374000000033
8.12,-0.0574,0.3416,9.9347,0.0013,0.0013,0.024,52.5618586,-1.4552096,47.806999999920365
8.221,0.2541,0.0865,9.8628,0.0077,0.0077,0.0053,52.561858902999994,-1.455209194,42.38747000015538
8.32,-0.2175,0.4521,9.8487,-0.0036,-0.0036,-0.017,52.5618592,-1.4552086,47.77999999984151
8.42,-0.1629,-0.1916,9.8921,-0.002,-0.002,-0.0161,52.5618593,-1.4552082000000002,53.24699999992046
8.52,-0.1567,0.0338,9.901,-0.0049,-0.0049,-0.0042,52.561859600000005,-1.4552076000000005,50.756
8.62,0.0231,0.1888,9.8239,0.0214,0.0214,0.0174,52.56185990000001,-1.4552072,50.61699999999783
8.72,0.2075,-0.252,9.8478,0.0062,0.0062,0.0017,52.5618601,-1.4552067000000002,50.46800000009428
8.819,-0.1715,0.2943,9.8321,-0.003,-0.003,-0.0111,52.561860298,-1.4552062049999999,53.67361999990769
8.92,-0.165,0.0357,9.9772,-0.0021,-0.0021,-0.0079,52.5618605,-1.4552057,56.090999999965305
9.02,-0.2189,0.307,9.7656,-0.002,-0.002,0.0173,52.5618608,-1.4552051,50.376000000000005
9.12,-0.2215,0.5803,9.6886,0.0135,0.0135,0.0062,52.561861,-1.4552047,52.11300000000011
9.22,0.0747,0.0757,9.7515,-0.0084,-0.0084,0.004,52.5618612,-1.4552043,52.120999999933794
9.32,-0.3672,0.4821,9.83,0.0033,0.0033,-0.0032,52.5618614,-1.4552039,49.84700000006617
9.42,0.0077,-0.3198,10.0104,-0.0015,-0.0015,0.0058,52.56186160000001,-1.4552035,51.271999999979265
9.52,-0.0379,-0.0952,9.9577,0.0197,0.0197,0.0019,52.5618619,-1.455203,50.519
9.62,-0.0308,-0.0349,9.8024,0.0109,0.0109,-0.007,52.561862,-1.4552026,51.22600000003987
9.72,-0.0326,-0.2936,9.7978,0.0082,0.0082,0.0034,52.5618622,-1.4552021999999998,53.96599999996501
9.82,-0.0025,-0.1656,9.836,-0.0024,-0.0024,0.0028,52.5618624,-1.4552018,52.764000000034976
9.92,0.0954,-0.0441,9.9266,0.0114,0.0114,-0.0014,52.5618626,-1.4552014,57.267999999934474
10.02,0.1389,-0.2927,9.9965,0.002,0.002,-0.0176,52.5618627,-1.4552012,53.563
10.12,-0.0401,-0.0868,9.9507,0.0005,0.0005,0.0145,52.5618629,-1.4552009,52.0820000000087
10.22,-0.0066,0.0094,9.7122,-0.0092,-0.0092,-0.003,52.561863,-1.4552007,52.680000000009464
10.32,0.0531,-0.192,9.8607,0.0126,0.0126,0.0016,52.5618631,-1.4552005,53.004999999990545
10.42,-0.0105,-0.0227,9.8691,0.0043,0.0043,0.0024,52.5618632,-1.4552002,56.707999999946125
10.52,0.097,-0.5224,9.9932,-0.0162,-0.0162,-0.0046,52.5618634,-1.4551999,52.851000000000006
10.62,-0.1222,-0.0606,9.8962,-0.0113,-0.0113,0.0165,52.5618636,-1.4551996,53.61000000004395
10.719,-0.0617,-0.2505,9.8637,0.0116,0.0116,0.0003,52.56186369900001,-1.455199303,56.60079000008748
10.82,0.0954,-0.2707,9.7816,-0.0006,-0.0006,-0.0106,52.5618638,-1.455199,58.786999999937265
10.92,-0.0318,-0.0491,9.7862,-0.0199,-0.0199,-0.0066,52.561864,-1.4551985,56.13900000003853
11.02,0.0042,0.1585,9.7419,0.009,0.009,0.004,52.5618642,-1.4551982,55.975
11.12,0.0619,-0.3315,9.8995,-0.0072,-0.0072,-0.006,52.5618644,-1.4551978,53.71299999994623
11.22,0.0568,-0.4766,9.7968,0.0055,0.0055,-0.0005,52.5618647,-1.4551972999999998,50.017000000139404
11.32,0.1122,-0.7056,9.7398,-0.007,-0.007,-0.0027,52.5618648,-1.4551968,54.804999999860684
11.42,0.1317,-0.8021,9.8073,-0.0017,-0.0017,0.0167,52.561865,-1.4551961999999998,60.5719999999161
11.52,0.2441,-0.7635,9.8996,0.002,0.002,-0.0049,52.5618653,-1.4551957000000002,56.778
11.62,0.3658,-0.9021,9.9813,0.0026,0.0026,0.002,52.5618655,-1.4551952,58.925999999936835
11.72,-0.0595,0.0492,9.8293,0.0045,0.0045,-0.0066,52.5618658,-1.4551946,54.58400000005433
11.82,-0.2651,-0.2032,9.9487,-0.0237,-0.0237,0.0019,52.5618659,-1.4551942999999998,56.44999999994571
11.92,-0.1932,0.0172,9.8899,-0.0038,-0.0038,0.0167,52.5618661,-1.4551939,52.185000000062054
12.02,0.2491,0.2899,9.8366,0.0043,0.0043,0.0242,52.5618662,-1.4551935,53.175
12.12,-0.2404,0.0309,9.9429,-0.007,-0.007,-0.0173,52.561866300000005,-1.4551931,57.09599999997193
12.22,-0.3818,-0.0483,10.0098,-0.0193,-0.0193,-0.0199,52.5618664,-1.4551928,55.16699999994183
12.32,-0.2619,0.3666,9.9044,0.0132,0.0132,0.0173,52.5618666,-1.4551924,53.16900000005813
12.419,0.2836,0.0625,9.893,0.0032,0.0032,0.0123,52.56186669900001,-1.4551921030000001,55.10939999997121
12.52,0.1384,0.1958,9.8663,-0.0005,-0.0005,0.0027,52.5618668,-1.4551918,53.202
12.62,-0.2601,0.2399,9.834,0.0018,0.0018,-0.008,52.561867,-1.4551915000000002,44.65200000006784
12.72,-0.0422,0.6512,9.7247,0.0215,0.0215,-0.0143,52.5618672,-1.4551912,49.31500000007369
12.82,0.1068,0.5581,9.7084,-0.0229,-0.0229,-0.0081,52.5618673,-1.4551908,51.845999999926356
12.92,0.0344,0.0608,9.9022,0.0125,0.0125,0.0093,52.5618675,-1.4551903000000002,52.98499999998343
13.02,-0.2369,-0.1401,9.8709,0.0035,0.0035,0.0044,52.5618677,-1.4551898,54.112
13.12,0.0528,0.3152,9.7114,0.0113,0.0113,-0.0288,52.5618679,-1.4551894,53.61699999996648
13.22,0.1481,0.0887,9.7984,-0.0083,-0.0083,-0.0043,52.5618681,-1.4551889,51.31299999997441
13.32,-0.1002,0.0309,9.8478,-0.0064,-0.0064,-0.0063,52.5618684,-1.4551884999999998,50.43400000002558
13.42,-0.2804,-0.1863,9.8482,0.0028,0.0028,0.0345,52.5618687,-1.455188,45.46700000007226
13.52,-0.0973,-0.2399,9.8103,0.0094,0.0094,0.0021,52.5618689,-1.4551873999999998,52.002
13.619,0.0191,0.5967,9.7999,-0.0009,-0.0009,-0.0104,52.561869098,-1.455186806,53.62659000002365
13.72,0.1611,0.5976,9.7741,-0.017,-0.017,-0.016,52.5618694,-1.4551863,53.427999999831684
13.82,-0.0277,-0.0491,9.9706,-0.0066,-0.0066,0.0102,52.5618697,-1.4551857,47.647000000168205
13.92,-0.4543,0.2082,9.8236,0.0148,0.0148,0.0081,52.56187,-1.4551851999999998,50.0049999999657
14.02,0.0227,-0.0415,9.8523,0.004,0.004,0.0067,52.5618703,-1.4551846,50.736
14.12,0.1811,0.1796,9.8071,0.0167,0.0167,-0.0222,52.5618706,-1.4551839,51.242999999969015
14.221,0.2722,-0.344,9.927,-0.0048,-0.0048,-0.0101,52.561870903,-1.455183395,49.11004999999158
14.32,-0.1765,-0.1286,9.8205,-0.0053,-0.0053,-0.001,52.5618712,-1.4551829,48.81800000000859
14.42,-0.611,0.3286,9.8716,-0.008,-0.008,0.0112,52.5618715,-1.4551823000000002,47.92700000001296
14.52,-0.1321,-0.063,9.7719,0.0142,0.0142,0.0145,52.5618719,-1.4551817,47.543
14.62,-0.1333,0.1585,9.7596,0.0163,0.0163,0.0088,52.5618721,-1.4551812,48.6569999999648
14.72,0.286,-0.4262,9.8768,0.001,0.001,-0.0151,52.5618726,-1.4551805000000002,46.2380000000292
14.822,-0.1418,-0.2422,9.9202,0.0031,0.0031,-0.0117,52.561872810000004,-1.4551799859999999,47.175040000095045
14.92,0.0152,-0.3398,9.9068,0.0082,0.0082,0.0119,52.5618733,-1.4551793,43.94300000004799
15.02,0.1549,-0.621,9.9365,0.0111,0.0111,-0.0019,52.5618735,-1.4551788,44.985
15.12,0.5069,-0.6443,9.8591,0.0098,0.0098,-0.0007,52.5618739,-1.4551782,42.583000000049985
15.219,0.5514,-0.8242,9.8968,-0.0006,-0.0006,-0.0082,52.561874197,-1.4551776060000001,45.984640000099496
15.32,0.3578,-0.2846,9.7548,-0.0028,-0.0028,0.0095,52.5618745,-1.455177,44.72400000003768
15.421,-0.1934,-0.1738,9.8192,-0.0138,-0.0138,-0.0066,52.561874702999994,-1.455176494,43.21811999994219
15.52,-0.2339,-0.0299,9.9398,0.002,0.002,0.031,52.561875,-1.4551759000000002,47.19
15.62,0.0818,-0.2315,9.8999,-0.0002,-0.0002,-0.0022,52.5618754,-1.4551755,41.48299999999297
15.72,-0.1099,0.6072,9.6,-0.0376,-0.0376,-0.0098,52.5618757,-1.455175,40.99999999987111
15.82,-0.2533,-0.0858,9.7331,0.0388,0.0388,-0.0046,52.561876,-1.4551744999999998,36.573000000128815
15.92,-0.4675,0.3032,9.7803,-0.006,-0.006,-0.0001,52.5618763,-1.455174,38.950999999965404
16.02,0.0336,-0.0525,9.9312,0.0048,0.0048,0.006,52.561876600000005,-1.4551734,38.988
16.12,-0.2169,0.4765,9.7572,-0.0009,-0.0009,-0.0003,52.561877,-1.4551729,37.76499999999107
16.22,-0.0648,0.1925,9.7737,0.0053,0.0053,-0.0106,52.5618773,-1.4551723,37.15199999995481
16.319,-0.0452,-0.1204,9.7767,0.0151,0.0151,-0.0104,52.561877597000006,-1.4551719040000002,35.614530000044304
16.42,-0.0828,0.3405,9.8968,-0.0112,-0.0112,-0.0038,52.561877800000005,-1.4551712,38.60299999995635
16.521,0.0933,-0.0299,9.8596,0.0215,0.0215,0.0049,52.561878202,-1.455170696,36.08814000000021
16.619,-0.0509,-0.0377,9.7752,0.0113,0.0113,-0.0081,52.561878398,-1.455170304,37.37586000001894
16.72,0.2717,-0.364,9.7732,0.0343,0.0343,-0.0114,52.5618786,-1.4551698,35.813
16.82,0.1306,-0.238,9.8367,0.0024,0.0024,-0.009,52.5618786,-1.4551697,35.813
16.92,0.3309,-0.4823,9.8483,0.0017,0.0017,-0.0034,52.5618786,-1.4551695,35.813
17.02,0.4684,-0.0126,9.603,0.0206,0.0206,-0.0363,52.5618784,-1.4551695,35.813
17.12,0.2747,0.0635,9.6515,-0.0176,-0.0176,0.0065,52.5618783,-1.4551695,35.813
17.22,0.2568,-0.3145,9.7456,0.0343,0.0343,0.0052,52.5618782,-1.4551694,35.813
17.32,0.0601,0.0018,9.6886,-0.013,-0.013,-0.0136,52.5618781,-1.4551692,35.813
17.42,0.0635,0.1348,9.7856,-0.0157,-0.0157,0.0205,52.561878,-1.4551692,35.813
17.52,0.0727,-0.1009,9.9348,0.0133,0.0133,-0.0223,52.5618779,-1.4551691,35.813
17.62,0.3083,0.0045,9.7153,0.0051,0.0051,-0.0075,52.561877800000005,-1.4551691,35.813
17.72,-0.0939,-0.0452,9.7875,0.0013,0.0013,0.011,52.5618776,-1.4551691,35.813000006940854
17.819,-0.5645,0.3625,9.8861,0.0026,0.0026,0.0242,52.561877402,-1.455169199,271.9715599931951
17.92,0.1071,-0.1253,9.7575,-0.0025,-0.0025,0.0189,52.561877200000005,-1.4551693,246.72000000040157
18.02,0.1651,0.1984,9.6668,-0.0257,-0.0257,-0.0212,52.5618769,-1.4551694,224.933
18.12,0.0937,0.3353,9.7073,-0.0052,-0.0052,-0.0268,52.561876600000005,-1.4551695,215.82299999999307
18.22,-0.3517,0.0425,9.8526,0.0153,0.0153,0.003,52.5618762,-1.4551697,215.3459999999248
18.32,-0.5282,0.3174,9.8909,-0.0006,-0.0006,0.0274,52.5618758,-1.4551699,212.7610000000752
18.42,0.0771,0.0928,9.8481,0.0003,0.0003,-0.0031,52.5618753,-1.45517,206.63000000008907
18.52,0.1062,0.6537,9.7613,0.0002,0.0002,-0.0315,52.56187490000001,-1.4551702,204.196
18.62,-0.0153,0.402,9.8094,-0.006,-0.006,-0.0011,52.5618744,-1.4551705,206.61199999996646
18.72,-0.0044,-0.0399,9.8238,0.0026,0.0026,0.0045,52.5618739,-1.4551707,204.30999999990678
18.82,-0.3549,0.3349,9.8637,-0.0032,-0.0032,0.0271,52.5618733,-1.4551709,201.10600000009322
18.919,0.0721,-0.2029,9.9309,-0.0081,-0.0081,0.0051,52.561872805,-1.4551712959999998,204.78384999994543
19.02,0.4945,0.116,9.8039,-0.0043,-0.0043,-0.0133,52.5618721,-1.4551714,197.153
19.12,0.3525,-0.4874,9.9001,-0.0047,-0.0047,-0.0128,52.5618714,-1.4551716,198.00199999999072
19.22,-0.0308,-0.1062,9.8233,-0.0073,-0.0073,0.0235,52.5618707,-1.4551719,197.36299999995393
19.32,-0.0734,-0.187,9.935,-0.001,-0.001,0.0254,52.5618698,-1.4551721999999998,195.78000000004607
19.42,0.3814,-0.0315,9.939,-0.0157,-0.0157,0.009,52.5618688,-1.4551724,191.8720000000568
19.52,0.5701,0.0464,9.8781,-0.0132,-0.0132,-0.0045,52.5618678,-1.4551725,187.009
19.62,0.3394,-0.2916,9.978,-0.0345,-0.0345,-0.0125,52.5618666,-1.4551725,184.00799999995726
19.72,0.0425,0.0533,9.8607,0.0076,0.0076,0.0157,52.5618654,-1.4551724,181.07299999997446
19.82,0.2453,0.08,9.8598,0.0,0.0,0.0213,52.561864,-1.4551724,180.19500000002554
19.92,0.3375,0.6397,9.7672,-0.0092,-0.0092,0.0285,52.5618625,-1.455172,176.3750000000555
20.02,0.0165,0.2118,9.7676,-0.0195,-0.0195,-0.0216,52.561861,-1.4551717000000002,174.59400000000002
20.12,-0.1295,-0.1698,9.8398,0.0026,0.0026,-0.0197,52.5618595,-1.455171,168.77100000000326
20.22,-0.2691,0.4193,9.8327,-0.0126,-0.0126,0.0142,52.56185789999999,-1.4551705,168.99499999994063
20.321,0.5156,-0.0215,9.8988,-0.0145,-0.0145,0.0178,52.561856381000005,-1.4551697909999999,166.9362000000515
20.421,0.4244,0.2469,9.9874,-0.0166,-0.0166,0.0007,52.561854483000005,-1.455168892,165.1647000000134
20.519,0.0635,-0.1077,9.7975,-0.0134,-0.0134,-0.0455,52.561852816999995,-1.455168108,164.25330000000017
20.62,-0.3245,0.1891,9.9144,-0.0101,-0.0101,0.0125,52.5618511,-1.4551667,158.49099999992322
20.72,-0.2247,0.3627,9.822,-0.0107,-0.0107,-0.0004,52.56184929999999,-1.4551651,153.21899999991018
20.82,0.5267,-0.3731,9.8883,0.0,0.0,0.0096,52.5618475,-1.4551633,150.13200000008982
20.92,0.2253,0.0213,9.8208,-0.0216,-0.0216,-0.0049,52.5618456,-1.4551611000000002,147.09800000004407
21.02,-0.1512,0.0069,9.8285,-0.0116,-0.0116,-0.027,52.5618441,-1.455159,143.569
21.12,-0.158,-0.3673,9.7885,-0.0165,-0.0165,-0.0298,52.5618424,-1.4551564,139.4609999999527
21.22,0.2621,0.1682,9.7055,-0.0042,-0.0042,0.0366,52.561840800000006,-1.4551537,136.21199999990773
21.32,0.41,0.0293,9.7348,-0.0063,-0.0063,0.0077,52.5618394,-1.455151,133.04000000009228
21.419,0.3895,-0.7346,9.934,0.0039,0.0039,-0.0082,52.561838014,-1.455147832,128.12762000007288
21.52,-0.362,0.0246,9.7693,0.0009,0.0009,-0.0256,52.56183669999999,-1.4551446,125.349
21.62,-0.4546,-0.0513,9.8803,-0.0254,-0.0254,0.0396,52.5618355,-1.4551412,123.00199999994398
21.72,-0.1295,0.1776,9.9246,0.0116,0.0116,0.0218,52.5618344,-1.4551376,119.15599999994015
21.82,0.6068,0.3142,9.747,-0.0155,-0.0155,-0.0115,52.5618333,-1.4551339,117.09900000005986
21.92,0.7066,0.3984,9.7268,-0.0396,-0.0396,-0.0698,52.5618324,-1.45513,113.84200000004732
22.02,-0.1542,0.7898,9.6809,-0.0096,-0.0096,-0.0294,52.561831600000005,-1.4551261000000002,111.225
22.12,-0.1753,-0.1859,9.9111,-0.0006,-0.0006,0.0462,52.5618309,-1.4551221,108.11099999995933
22.22,-0.3059,0.1452,9.8882,-0.013,-0.013,-0.0098,52.5618303,-1.4551180999999997,105.31899999991181
22.32,0.6583,-0.079,9.9328,-0.0089,-0.0089,0.0266,52.561829800000005,-1.4551138000000001,102.28800000008819
22.42,0.4844,-0.3418,9.8501,-0.0045,-0.0045,0.0202,52.5618294,-1.4551097,99.99200000003337
22.52,0.133,-0.0958,9.8316,0.0012,0.0012,0.0147,52.5618291,-1.4551054,98.111
22.62,-0.4065,0.2225,9.8755,-0.0041,-0.0041,0.0355,52.56182880000001,-1.4551009,97.20199999996079
22.72,0.0912,-0.1584,9.876,-0.0054,-0.0054,0.0042,52.5618287,-1.4550965999999999,94.50999999994082
22.82,0.2782,-0.0467,9.862,0.0013,0.0013,-0.0067,52.5618286,-1.4550924000000003,92.47600000005919
22.92,0.1825,-0.232,9.8417,-0.0032,-0.0032,0.003,52.5618287,-1.4550880000000002,90.4180000000299
23.019,0.0436,-0.1434,9.8161,-0.0041,-0.0041,0.0128,52.5618287,-1.4550836440000006,89.31613000000019
23.12,-0.1356,0.4024,9.8093,-0.012,-0.012,0.0067,52.56182880000001,-1.4550790999999998,89.39099999996506
23.22,0.0465,-0.0783,9.842,0.0045,0.0045,-0.0119,52.561829,-1.4550742999999997,86.9919999999964
23.319,0.0206,0.137,9.7876,-0.0161,-0.0161,0.0153,52.561829198,-1.45506935,86.86924000000353
23.42,-0.0244,-0.296,9.8251,0.0029,0.0029,-0.0084,52.5618296,-1.4550641,84.39200000003599
23.52,-0.0457,0.037,9.789,0.0,0.0,-0.007,52.56183,-1.4550588,83.613
23.62,-0.0605,-0.0794,9.8145,0.0083,0.0083,0.0039,52.561830500000006,-1.4550534999999998,81.30500000000656
23.72,0.0451,-0.5285,9.9045,0.014,0.014,0.0056,52.561831,-1.4550477999999998,81.75500000001055
23.819,0.1156,-0.4225,9.8627,-0.0077,-0.0077,-0.0062,52.561831495,-1.455042058,82.11436999998963
23.92,0.0494,-0.2894,9.9171,-0.0086,-0.0086,-0.0026,52.561832,-1.4550361,81.74200000000546
24.02,-0.0099,-0.0749,9.8827,0.0005,0.0005,-0.0053,52.5618326,-1.4550301,81.191
24.12,0.1265,-0.3503,9.9456,-0.0242,-0.0242,-0.0088,52.5618331,-1.4550238,81.79399999999515
24.22,0.4249,0.4555,9.9319,0.0102,0.0102,-0.0223,52.5618338,-1.4550174999999999,81.46100000003602
